"ts_code","trade_date","open","high","low","close","pre_close","change","pct_chg","vol","amount"
"600519.SH","20151229","218.62","220.44","218.51","219.83","219.12","0.71","0.32","15774.33","345982.477"
"600519.SH","20151228","225.48","226","219","219.12","224.5","-5.38","-2.4","25594.52","569404.122"
"600519.SH","20151225","225","225.66","222.88","224.5","224.78","-0.28","-0.12","11542.95","258870.006"
"600519.SH","20151224","223.98","225.68","223.2","224.78","223","1.78","0.8","15577.88","350137.309"
"600519.SH","20151223","225.45","226.69","222.7","223","225.03","-2.03","-0.9","22374.97","501438.271"
"600519.SH","20151222","226.8","226.8","223.28","225.03","227.03","-2","-0.88","28402.45","638684.794"
"600519.SH","20151221","218","229.18","218","227.03","216.88","10.15","4.68","59391.89","1341466.585"
"600519.SH","20151218","215.5","219.15","215.11","216.88","215.86","1.02","0.47","28460.2","618897.538"
"600519.SH","20151217","214.39","216.88","214","215.86","213.91","1.95","0.91","24253.21","523818.38"
"600519.SH","20151216","214.41","214.64","212.59","213.91","214.51","-0.6","-0.28","20144.8","430371.563"
"600519.SH","20151215","213.8","214.59","212.08","214.51","214.1","0.41","0.19","15088.39","321828.819"
"600519.SH","20151214","210.19","214.88","209","214.1","211.41","2.69","1.27","20701.34","439584.116"
"600519.SH","20151211","212.5","212.5","210.5","211.41","212.96","-1.55","-0.73","13035.48","275655.733"
"600519.SH","20151210","215","216.2","211.99","212.96","214.47","-1.51","-0.7","13786.71","295297.553"
"600519.SH","20151209","211.58","215.05","211.5","214.47","211.94","2.53","1.19","14119.77","302039.607"
"600519.SH","20151208","214.55","214.55","211.46","211.94","214.51","-2.57","-1.2","17393.68","370510.935"
"600519.SH","20151207","215","216.98","213.2","214.51","215.31","-0.8","-0.37","19255.09","413697.607"
"600519.SH","20151204","219.96","219.96","215.01","215.31","220.2","-4.89","-2.22","20848.71","452200.743"
"600519.SH","20151203","219","221.4","216.7","220.2","221.58","-1.38","-0.62","22386.83","489928.569"
"600519.SH","20151202","214.48","227","212","221.58","213.8","7.78","3.64","47891.45","1055325.951"
"600519.SH","20151201","213","213.95","211","213.8","214.31","-0.51","-0.24","18877.54","400895.906"
"600519.SH","20151130","208.04","214.78","207.79","214.31","207.74","6.57","3.16","33440.03","702029.94"
"600519.SH","20151127","212.49","212.54","206.63","207.74","212.84","-5.1","-2.4","16220.72","339061.425"
"600519.SH","20151126","213.49","213.79","211.83","212.84","212.98","-0.14","-0.07","18804.53","400523.684"
"600519.SH","20151125","211.7","213","210.4","212.98","211.69","1.29","0.61","24249.81","512351.419"
"600519.SH","20151124","212.39","213.28","210","211.69","212.62","-0.93","-0.44","20469.02","431548.236"
"600519.SH","20151123","213","213.84","212.51","212.62","213.72","-1.1","-0.51","20994.73","446996.434"
"600519.SH","20151120","215.14","215.78","213.1","213.72","215.03","-1.31","-0.61","22274.23","476413.651"
"600519.SH","20151119","214","216","213.9","215.03","214.66","0.37","0.17","15262.76","327777.826"
"600519.SH","20151118","213.59","216","213.59","214.66","214.36","0.3","0.14","19725.54","423815.322"
"600519.SH","20151117","214.72","217.5","213.14","214.36","213.78","0.58","0.27","21986.35","473813.948"
"600519.SH","20151116","212.5","216.5","212","213.78","215.11","-1.33","-0.62","23916.7","511461.32"
"600519.SH","20151113","218.1","219.5","214.83","215.11","220.01","-4.9","-2.23","28397.18","614644.801"
"600519.SH","20151112","220.23","223","219.38","220.01","220.15","-0.14","-0.06","16180.85","357408.916"
"600519.SH","20151111","222.01","223","218.6","220.15","222.38","-2.23","-1","23815.5","524296.324"
"600519.SH","20151110","220","224.12","219.16","222.38","220.83","1.55","0.7","28729.76","639416.128"
"600519.SH","20151109","222","224.66","219","220.83","218.42","2.41","1.1","40527.29","900398.639"
"600519.SH","20151106","217.35","218.6","215.56","218.42","216.56","1.86","0.86","21695.71","471929.422"
"600519.SH","20151105","214.6","223.28","213.5","216.56","214.98","1.58","0.74","49982.58","1087812.237"
"600519.SH","20151104","210.58","216","210.11","214.98","209.71","5.27","2.51","30809.72","659118.997"
"600519.SH","20151103","212.92","215.76","208.4","209.71","212.56","-2.85","-1.34","23173.29","493565.252"
"600519.SH","20151102","214.6","215.86","212.5","212.56","213.86","-1.3","-0.61","15298.2","328246.682"
"600519.SH","20151030","212.95","215.8","212.12","213.86","213","0.86","0.4","12257.91","263117.287"
"600519.SH","20151029","212","214.79","212","213","212.44","0.56","0.26","13454.35","287688.318"
"600519.SH","20151028","214.99","214.99","211.9","212.44","215.25","-2.81","-1.31","16559.22","353020.506"
"600519.SH","20151027","217.1","217.68","212.58","215.25","217.73","-2.48","-1.14","22572.79","484597.005"
"600519.SH","20151026","212","218.3","208","217.73","210.98","6.75","3.2","43346.26","932490.839"
"600519.SH","20151023","205.8","217.6","205.55","210.98","202.53","8.45","4.17","56277.34","1189746.955"
"600519.SH","20151022","200.24","202.73","199.43","202.53","200.31","2.22","1.11","23720.3","478632.748"
"600519.SH","20151021","202.08","202.55","197.01","200.31","201.97","-1.66","-0.82","22349.14","447195.037"
"600519.SH","20151020","202.02","202.88","201.18","201.97","202.72","-0.75","-0.37","14784.29","298284.287"
"600519.SH","20151019","204.94","204.94","201.9","202.72","200.74","1.98","0.99","26121.45","531101.872"
"600519.SH","20151016","201.22","202.4","199.41","200.74","199.99","0.75","0.38","19238.43","386383.069"
"600519.SH","20151015","198.16","200.37","197.56","199.99","197.83","2.16","1.09","16550.13","329836.775"
"600519.SH","20151014","198.98","199.5","197.01","197.83","198.74","-0.91","-0.46","15213.39","301666.756"
"600519.SH","20151013","198.09","200.09","198.09","198.74","198.09","0.65","0.33","15751.13","313495.454"
"600519.SH","20151012","199","204.49","197.85","198.09","196.95","1.14","0.58","49030","982174.156"
"600519.SH","20151009","198.78","198.9","196.5","196.95","197.52","-0.57","-0.29","15721.74","310187.702"
"600519.SH","20151008","198.78","201.58","197","197.52","190.31","7.21","3.79","34391.79","684138.047"
"600519.SH","20150930","190.23","191.48","190.17","190.31","190.17","0.14","0.07","11634.63","222178.053"
"600519.SH","20150929","189.55","191.37","188.3","190.17","191.38","-1.21","-0.63","18409.82","348759.19"
"600519.SH","20150928","191.48","192.3","189.23","191.38","193.46","-2.08","-1.08","12341.1","235369.401"
"600519.SH","20150925","193.99","194.9","189.5","193.46","194","-0.54","-0.28","24455.97","470411.106"
"600519.SH","20150924","195.8","196.28","192.8","194","194.72","-0.72","-0.37","13886.74","269653.188"
"600519.SH","20150923","197.15","198.99","194.1","194.72","199.27","-4.55","-2.28","22344.32","438412.337"
"600519.SH","20150922","200.77","201.18","198.98","199.27","199.3","-0.03","-0.02","16457.4","329161.941"
"600519.SH","20150921","198.01","200.7","198","199.3","199.43","-0.13","-0.07","16527.67","329196.735"
"600519.SH","20150918","198.6","200.89","198","199.43","198","1.43","0.72","15642.76","312040.97"
"600519.SH","20150917","202.6","205.8","197.61","198","204.55","-6.55","-3.2","26423","533638.541"
"600519.SH","20150916","200.01","209.54","197.73","204.55","202","2.55","1.26","37198.02","753188.784"
"600519.SH","20150915","198.01","202.02","195.12","202","202.53","-0.53","-0.26","51884.34","1035493.477"
"600519.SH","20150914","192.43","202.8","187.9","202.53","192.91","9.62","4.99","86175.55","1678995.779"
"600519.SH","20150911","191.88","194.1","191.05","192.91","193.21","-0.3","-0.16","16932.14","326277.629"
"600519.SH","20150910","190.38","193.3","189.14","193.21","191.86","1.35","0.7","26852.48","514766.384"
"600519.SH","20150909","190.14","193.87","190.14","191.86","189.32","2.54","1.34","35215.16","676337.501"
"600519.SH","20150908","188.46","190.47","185","189.32","188.71","0.61","0.32","33098.58","621914.336"
"600519.SH","20150907","192.6","194","188.65","188.71","194.61","-5.9","-3.03","32216.42","615819.752"
"600519.SH","20150902","190.11","195","189.2","194.61","194.37","0.24","0.12","106945.46","2052413.262"
"600519.SH","20150901","191.82","195","188","194.37","195.37","-1","-0.51","87432.69","1688392.993"
"600519.SH","20150831","189.34","195.5","185.18","195.37","192.65","2.72","1.41","62730.19","1198185.023"
"600519.SH","20150828","195","195.29","187.13","192.65","197.07","-4.42","-2.24","89925.83","1720106.859"
"600519.SH","20150827","190","199.9","184.89","197.07","183.88","13.19","7.17","87052.01","1663248.886"
"600519.SH","20150826","176.76","188.5","175","183.88","176.59","7.29","4.13","91572.53","1663612.844"
"600519.SH","20150825","167.46","182.51","166.2","176.59","169.64","6.95","4.1","123080.58","2165823.577"
"600519.SH","20150824","181","181.5","168.2","169.64","186.33","-16.69","-8.96","89812.84","1559048.775"
"600519.SH","20150821","191.52","194.86","186.12","186.33","195.07","-8.74","-4.48","75620.61","1433277.975"
"600519.SH","20150820","200.83","201","194.9","195.07","201.62","-6.55","-3.25","39645.03","788892.224"
"600519.SH","20150819","199.75","202.16","198.18","201.62","201.06","0.56","0.28","50261.8","1004394.398"
"600519.SH","20150818","206.98","207.5","200.35","201.06","206.22","-5.16","-2.5","51285.52","1047896.516"
"600519.SH","20150817","208.02","208.82","204","206.22","209.98","-3.76","-1.79","53858.32","1108212.041"
"600519.SH","20150814","210.5","211.4","209.25","209.98","209.51","0.47","0.22","30666.9","645849.785"
"600519.SH","20150813","211.5","211.5","206","209.51","209.47","0.04","0.02","35180.25","733202.199"
"600519.SH","20150812","209.99","214.29","208.75","209.47","210.75","-1.28","-0.61","45824.34","968610.598"
"600519.SH","20150811","212.3","212.41","210.01","210.75","212.3","-1.55","-0.73","50897.05","1076261.224"
"600519.SH","20150810","207.01","213","205.13","212.3","206.93","5.37","2.6","56496.43","1182083.559"
"600519.SH","20150807","207.49","208.6","205.6","206.93","204.96","1.97","0.96","39521.34","819022.56"
"600519.SH","20150806","206.23","207.5","203","204.96","207.19","-2.23","-1.08","39249.8","805358.564"
"600519.SH","20150805","212.93","213.85","206.94","207.19","211.97","-4.78","-2.26","43143.85","907597.376"
"600519.SH","20150804","209.26","213.98","209.26","211.97","209.56","2.41","1.15","59533.96","1260302.964"
"600519.SH","20150803","205","209.99","203","209.56","206.83","2.73","1.32","54553.03","1117796.04"
"600519.SH","20150731","206.7","206.93","203","206.83","205.96","0.87","0.42","40736.64","835374.146"
"600519.SH","20150730","208.83","208.83","205.1","205.96","207.74","-1.78","-0.86","41134","853284.372"
"600519.SH","20150729","207.78","210","202.13","207.74","205.83","1.91","0.93","66507.43","1364157.58"
"600519.SH","20150728","199.86","209.44","197.48","205.83","201.52","4.31","2.14","86703.57","1766521.467"
"600519.SH","20150727","217","221.3","201","201.52","219.21","-17.69","-8.07","76944.15","1628465.532"
"600519.SH","20150724","220.5","223.69","218.75","219.21","219.54","-0.33","-0.15","57390.09","1271122.141"
"600519.SH","20150723","217.99","220.6","215.77","219.54","217.13","2.41","1.11","64748.1","1411411.702"
"600519.SH","20150722","220","222","216.58","217.13","221.66","-4.53","-2.04","70855.1","1552554.839"
"600519.SH","20150721","221.75","224.2","220","221.66","225.11","-3.45","-1.53","51789.96","1148423.253"
"600519.SH","20150720","227.15","227.9","222.5","225.11","228.29","-3.18","-1.39","67933.55","1531275.688"
"600519.SH","20150717","229","229.99","224.74","228.29","224.74","3.55","1.58","56418.53","1284361.191"
"600519.SH","20150716","251.26","254.18","248.26","251.59","251.26","0.33","0.13","72814.33","1826618.391"
"600519.SH","20150715","247.5","252.7","243.28","251.26","249.05","2.21","0.89","104077.46","2585923.324"
"600519.SH","20150714","255","255.18","247.2","249.05","257.75","-8.7","-3.38","96768.3","2425239.239"
"600519.SH","20150713","258","265.58","251","257.75","265.59","-7.84","-2.95","148926.16","3838169.457"
"600519.SH","20150710","257","283","251.96","265.59","257.94","7.65","2.97","256149.3","6888908.351"
"600519.SH","20150709","236.86","260.41","233","257.94","236.86","21.08","8.9","138203.34","3409950.542"
"600519.SH","20150708","229","244.99","219.76","236.86","244.18","-7.32","-3","289140.54","6738026.659"
"600519.SH","20150707","250","256.58","239.5","244.18","254.04","-9.86","-3.88","167562.24","4121731.56"
"600519.SH","20150706","267.95","267.99","239.5","254.04","249.81","4.23","1.69","272799.66","7012491.142"
"600519.SH","20150703","255","260.5","242.2","249.81","260.3","-10.49","-4.03","109605.31","2772183.16"
"600519.SH","20150702","255.3","282.6","245.01","260.3","257.49","2.81","1.09","118459.72","3011363.68"
"600519.SH","20150701","255","268.5","250.98","257.49","257.65","-0.16","-0.06","103326.54","2696026.039"
"600519.SH","20150630","246.64","259.82","246","257.65","246.64","11.01","4.46","126298.19","3205285.541"
"600519.SH","20150629","248.37","256.5","227.8","246.64","242.45","4.19","1.73","165071.67","4057069.903"
"600519.SH","20150626","250.02","255.75","235.3","242.45","251.79","-9.34","-3.71","99332.01","2451381.599"
"600519.SH","20150625","261.5","262.03","250.21","251.79","261.21","-9.42","-3.61","66521.66","1707385.606"
"600519.SH","20150624","250","265.2","247.65","261.21","252.25","8.96","3.55","95706.94","2463553.858"
"600519.SH","20150623","239.8","255.85","234.13","252.25","235.31","16.94","7.2","81247.34","1989068.141"
"600519.SH","20150619","245.87","248.49","234.02","235.31","243.97","-8.66","-3.55","67608.66","1646002.769"
"600519.SH","20150618","253.02","254.8","240.6","243.97","255.09","-11.12","-4.36","61506.5","1530836.127"
"600519.SH","20150617","253.96","257.76","249","255.09","253.95","1.14","0.45","58388.81","1478407.037"
"600519.SH","20150616","259","265.8","252.5","253.95","260.89","-6.94","-2.66","69303.84","1789696.036"
"600519.SH","20150615","266.98","272","260.08","260.89","266","-5.11","-1.92","100014.22","2664672.586"
"600519.SH","20150612","262.12","273","261","266","260.06","5.94","2.28","90909.52","2438986.511"
"600519.SH","20150611","260","264.5","257.77","260.06","261.05","-0.99","-0.38","52954.54","1378413.758"
"600519.SH","20150610","255.64","266.88","253.8","261.05","259.03","2.02","0.78","80462.08","2096832.88"
"600519.SH","20150609","265","269.8","256.5","259.03","264.64","-5.61","-2.12","77851.86","2045525.401"
"600519.SH","20150608","251.51","267.54","249.8","264.64","253.84","10.8","4.25","96007.97","2462736.702"
"600519.SH","20150605","258.11","262.1","246","253.84","258.21","-4.37","-1.69","85738.23","2188974.566"
"600519.SH","20150604","262.98","265","240","258.21","262.79","-4.58","-1.74","92362.73","2332785.391"
"600519.SH","20150603","265.18","266.62","260.01","262.79","266.62","-3.83","-1.44","46424.03","1218378.716"
"600519.SH","20150602","270.5","270.5","260.66","266.62","271.46","-4.84","-1.78","64635.6","1708951.665"
"600519.SH","20150601","263.94","272.98","259.8","271.46","263.83","7.63","2.89","65816.7","1747123.649"
"600519.SH","20150529","260.01","269","259.89","263.83","261.11","2.72","1.04","57783.09","1531805.542"
"600519.SH","20150528","275.25","281","260.1","261.11","276.9","-15.79","-5.7","60884.99","1650995.554"
"600519.SH","20150527","285.52","289.32","273","276.9","285.54","-8.64","-3.03","46934.79","1309259.999"
"600519.SH","20150526","286.6","290","283.96","285.54","286.83","-1.29","-0.45","60914.68","1746031.124"
"600519.SH","20150525","270","288.49","269","286.83","275.86","10.97","3.98","67473.62","1868570.18"
"600519.SH","20150522","259.68","276.8","259.59","275.86","258.59","17.27","6.68","66649.06","1779754.347"
"600519.SH","20150521","256","261.3","254.01","258.59","253.95","4.64","1.83","47669.13","1230234.942"
"600519.SH","20150520","252","260","249.3","253.95","250.04","3.91","1.56","63771.5","1631009.463"
"600519.SH","20150519","241.05","250.22","240.2","250.04","241.14","8.9","3.69","47637.77","1174434.448"
"600519.SH","20150518","245","245","240.1","241.14","245.17","-4.03","-1.64","35363.24","856505.079"
"600519.SH","20150515","251.41","253.49","241.61","245.17","251.41","-6.24","-2.48","54185.07","1333031.173"
"600519.SH","20150514","256.25","259.5","251.22","251.41","256.4","-4.99","-1.95","41853.29","1062504.725"
"600519.SH","20150513","253.8","262.97","252.5","256.4","254.42","1.98","0.78","58913.41","1520374.556"
"600519.SH","20150512","257.2","257.2","252","254.42","257.44","-3.02","-1.17","47031.29","1193035.14"
"600519.SH","20150511","251.5","257.99","250","257.44","254.17","3.27","1.29","61345.7","1552417.973"
"600519.SH","20150508","246.12","254.88","245.9","254.17","244.93","9.24","3.77","57805.59","1447670.266"
"600519.SH","20150507","245","251.88","242.56","244.93","242.68","2.25","0.93","68102.9","1693825.898"
"600519.SH","20150506","243.98","246.99","240.01","242.68","240.95","1.73","0.72","60324.32","1472597.539"
"600519.SH","20150505","252","252","239.88","240.95","254.97","-14.02","-5.5","73700.03","1801146.749"
"600519.SH","20150504","252.66","259","250.02","254.97","252.23","2.74","1.09","54739.02","1398337.296"
"600519.SH","20150430","251.15","254.9","247.75","252.23","249.78","2.45","0.98","64064.07","1610938.043"
"600519.SH","20150429","246.1","253","246.1","249.78","247.89","1.89","0.76","59300.57","1477767.688"
"600519.SH","20150428","254","258.6","247.05","247.89","255.79","-7.9","-3.09","87291.77","2187970.737"
"600519.SH","20150427","257.58","267.8","252.99","255.79","258.49","-2.7","-1.04","78973.35","2050832.438"
"600519.SH","20150424","251.88","259.68","245.01","258.49","256.04","2.45","0.96","100531.23","2547399.865"
"600519.SH","20150423","264","264.17","252.98","256.04","263.89","-7.85","-2.97","86030.12","2214737.651"
"600519.SH","20150422","268.8","269","257.11","263.89","257.43","6.46","2.51","134635.06","3543576.711"
"600519.SH","20150421","240","257.43","240","257.43","234.03","23.4","10","122401.88","3039243.96"
"600519.SH","20150420","230","245.7","229","234.03","232.56","1.47","0.63","130588.71","3118764.548"
"600519.SH","20150417","238.9","248.7","228.28","232.56","226.27","6.29","2.78","192094.91","4577503.916"
"600519.SH","20150416","208.55","226.27","207.83","226.27","205.7","20.57","10","86014.17","1877332.299"
"600519.SH","20150415","209.1","209.78","204.16","205.7","206","-0.3","-0.15","55005.2","1135635.917"
"600519.SH","20150414","204","209.28","203.96","206","203.9","2.1","1.03","81903.13","1691094.329"
"600519.SH","20150413","201.55","204.49","198.94","203.9","200.22","3.68","1.84","91356.09","1840018.389"
"600519.SH","20150410","199.99","202.99","199.61","200.22","200","0.22","0.11","102019.46","2048914.304"
"600519.SH","20150409","204.48","205.88","199.05","200","204.5","-4.5","-2.2","62399.73","1255308.054"
"600519.SH","20150408","202.5","210.68","201.59","204.5","200.67","3.83","1.91","135857.16","2798381.803"
"600519.SH","20150407","196.85","201.08","195.8","200.67","196.81","3.86","1.96","59824.33","1189027.078"
"600519.SH","20150403","194","197.01","192.78","196.81","194.58","2.23","1.15","51210.88","996536.046"
"600519.SH","20150402","195.96","197.6","192.88","194.58","195.34","-0.76","-0.39","62981.61","1228604.478"
"600519.SH","20150401","196.03","197.56","194.48","195.34","195.96","-0.62","-0.32","76875.23","1504959.693"
"600519.SH","20150331","196.68","200.77","194.02","195.96","196.77","-0.81","-0.41","88130.97","1746870.227"
"600519.SH","20150330","194.68","198.95","193.1","196.77","194.55","2.22","1.14","63451.39","1237889.229"
"600519.SH","20150327","198","198.56","192.95","194.55","198.56","-4.01","-2.02","40144.59","784086.654"
"600519.SH","20150326","193.55","199.9","192","198.56","192.78","5.78","3","67105.25","1315872.11"
"600519.SH","20150325","193","195.1","192.06","192.78","195.69","-2.91","-1.49","42240.3","815963.246"
"600519.SH","20150324","195.3","197.44","192.1","195.69","195.08","0.61","0.31","60079.44","1172628.507"
"600519.SH","20150323","194.67","196.75","193.2","195.08","193.15","1.93","1","40979.01","799009.923"
"600519.SH","20150320","194.2","194.99","190.88","193.15","195.28","-2.13","-1.09","51373.71","991294.9"
"600519.SH","20150319","198.54","198.99","194.06","195.28","199.45","-4.17","-2.09","33539.77","658535.489"
"600519.SH","20150318","196.8","199.99","195.52","199.45","196.77","2.68","1.36","39304.46","778884.998"
"600519.SH","20150317","194.99","198.69","194.89","196.77","193.76","3.01","1.55","45904.08","903712.736"
"600519.SH","20150316","190.06","194.5","187.01","193.76","189.91","3.85","2.03","31160.97","597313.674"
"600519.SH","20150313","192.7","193.9","188.58","189.91","192.75","-2.84","-1.47","25479.27","486997.365"
"600519.SH","20150312","193","195.99","191.4","192.75","191.98","0.77","0.4","38496.4","747203.168"
"600519.SH","20150311","187.83","193","187.8","191.98","187.83","4.15","2.21","40583.39","778418.696"
"600519.SH","20150310","190.94","191.5","187.28","187.83","191.56","-3.73","-1.95","29637.06","561292.473"
"600519.SH","20150309","185.8","192.99","183.8","191.56","183.62","7.94","4.32","43486.03","815432.195"
"600519.SH","20150306","185.35","186.48","183.27","183.62","185.52","-1.9","-1.02","25470.66","471454.744"
"600519.SH","20150305","185.01","187.03","184.05","185.52","187.19","-1.67","-0.89","36206.24","670609.773"
"600519.SH","20150304","186.99","188.01","184.6","187.19","185.95","1.24","0.67","40662.23","757815.044"
"600519.SH","20150303","189.3","192","185.16","185.95","190.73","-4.78","-2.51","42999.6","812905.777"
"600519.SH","20150302","190.8","193.8","189","190.73","191.05","-0.32","-0.17","31098.7","592027.084"
"600519.SH","20150227","186.9","194.5","186.8","191.05","186.64","4.41","2.36","63370.94","1217723.178"
"600519.SH","20150226","183.8","188.39","183.55","186.64","183.96","2.68","1.46","62297.72","1163369.598"
"600519.SH","20150225","183","185.7","181.11","183.96","182.22","1.74","0.95","59935.12","1104113.268"
"600519.SH","20150217","183.55","183.89","181.91","182.22","183.31","-1.09","-0.59","34172.55","624854.087"
"600519.SH","20150216","182.54","183.63","181.22","183.31","182.49","0.82","0.45","39521.08","722512.103"
"600519.SH","20150213","184.11","184.5","181.4","182.49","183.57","-1.08","-0.59","40127.05","734977.407"
"600519.SH","20150212","183.99","184.49","182.01","183.57","183.15","0.42","0.23","25050.98","458818.631"
"600519.SH","20150211","182.4","184.25","182.08","183.15","182.88","0.27","0.15","22894.79","420358.857"
"600519.SH","20150210","184.8","185.2","181.45","182.88","184.3","-1.42","-0.77","53638.87","984795.852"
"600519.SH","20150209","175.77","185.1","175","184.3","174.6","9.7","5.56","87293.58","1584342.294"
"600519.SH","20150206","174.64","176.5","173.6","174.6","174.05","0.55","0.32","37102.38","648205.629"
"600519.SH","20150205","178.97","180.9","174","174.05","177.25","-3.2","-1.81","41239.62","735861.121"
"600519.SH","20150204","179.15","182.08","177","177.25","178.37","-1.12","-0.63","35293.71","634135.328"
"600519.SH","20150203","177.48","178.65","176.2","178.37","174.82","3.55","2.03","27792.8","493512.567"
"600519.SH","20150202","175.51","176.4","173.5","174.82","177.18","-2.36","-1.33","33983.36","593379.653"
"600519.SH","20150130","176.99","181","176.5","177.18","176.15","1.03","0.58","47508.34","848744.494"
"600519.SH","20150129","176.2","178","175","176.15","177.47","-1.32","-0.74","32492.54","571553.419"
"600519.SH","20150128","179","180.4","177.3","177.47","180.11","-2.64","-1.47","30680.66","547979.157"
"600519.SH","20150127","182.82","182.82","178","180.11","182.8","-2.69","-1.47","41883.62","755025.862"
"600519.SH","20150126","181.7","183.5","181.05","182.8","181.02","1.78","0.98","35649.06","650642.102"
"600519.SH","20150123","180.12","183.28","180.11","181.02","181.23","-0.21","-0.12","33084.55","600627.336"
"600519.SH","20150122","182.37","184.36","180","181.23","182.36","-1.13","-0.62","38254.81","696541.254"
"600519.SH","20150121","178.27","182.9","177.2","182.36","178.08","4.28","2.4","52674.74","950750.407"
"600519.SH","20150120","176.02","180.5","173","178.08","175.48","2.6","1.48","61022.74","1086018.454"
"600519.SH","20150119","181","183.2","171.47","175.48","186.11","-10.63","-5.71","64679.37","1151544.267"
"600519.SH","20150116","186.2","188","185.98","186.11","186.07","0.04","0.02","39978.06","746304.289"
"600519.SH","20150115","183.89","186.4","182.48","186.07","183.18","2.89","1.58","48585.52","895503.097"
"600519.SH","20150114","185","186.5","180.88","183.18","184.88","-1.7","-0.92","52403.44","965036.184"
"600519.SH","20150113","187","188.54","184.6","184.88","186.43","-1.55","-0.83","36708.08","683429.624"
"600519.SH","20150112","190","192.59","184.46","186.43","190.31","-3.88","-2.04","49914.59","934643.414"
"600519.SH","20150109","190.4","195.77","190.11","190.31","191.76","-1.45","-0.76","53982.2","1039955.153"
"600519.SH","20150108","194","194.52","190.14","191.76","192.94","-1.18","-0.61","40525.3","777874.67"
"600519.SH","20150107","196.04","199.5","189.99","192.94","197.83","-4.89","-2.47","54797.84","1063925.641"
"600519.SH","20150106","200","202.56","196.02","197.83","202.52","-4.69","-2.32","55020.01","1094977.375"
"600519.SH","20150105","189.62","204.24","188.69","202.52","189.62","12.9","6.8","94515.17","1875063.136"
"600519.SH","20141231","185.6","190","185","189.62","186.84","2.78","1.49","46269.36","871581.692"
"600519.SH","20141230","183","187.98","182.48","186.84","183.48","3.36","1.83","56171.1","1043215.631"
"600519.SH","20141229","188.1","190","182","183.48","187.57","-4.09","-2.18","89838.65","1678243.808"
"600519.SH","20141226","185.09","189","183","187.57","185.83","1.74","0.94","42677.49","793340.608"
"600519.SH","20141225","183.15","186","181.01","185.83","183.06","2.77","1.51","44071.68","806958.774"
"600519.SH","20141224","188","191.8","180.68","183.06","188.86","-5.8","-3.07","63554.59","1187206.211"
"600519.SH","20141223","183.78","193.49","182.01","188.86","184.1","4.76","2.59","85650.82","1611272.919"
"600519.SH","20141222","179.65","184.29","175.88","184.1","180.82","3.28","1.81","73623.81","1327712.485"
"600519.SH","20141219","179.06","181.98","178","180.82","179.34","1.48","0.83","49631.06","892730.64"
"600519.SH","20141218","179.69","182.2","179","179.34","179.07","0.27","0.15","38567.5","695500.784"
"600519.SH","20141217","179.99","181.45","177.8","179.07","180.63","-1.56","-0.86","60020.47","1071735.185"
"600519.SH","20141216","183.7","183.7","178.11","180.63","184.04","-3.41","-1.85","51129.44","918180.186"
"600519.SH","20141215","176.6","184.1","175.43","184.04","176.59","7.45","4.22","70964.32","1281924.243"
"600519.SH","20141212","176.78","180.99","176","176.59","175.89","0.7","0.4","51055.16","911591.087"
"600519.SH","20141211","180","181.94","175.29","175.89","179.92","-4.03","-2.24","54882.15","975885.692"
"600519.SH","20141210","175","183.5","175","179.92","172.86","7.06","4.08","106656.11","1919193.466"
"600519.SH","20141209","172","186.62","171.5","172.86","172.97","-0.11","-0.06","151890.28","2713372.288"
"600519.SH","20141208","168.84","176.49","167.2","172.97","170.92","2.05","1.2","100894.31","1731248.492"
"600519.SH","20141205","177.99","178.96","168.6","170.92","174.13","-3.21","-1.84","112901.44","1943937.52"
"600519.SH","20141204","166.5","174.5","166.5","174.13","164.83","9.3","5.64","117781.43","2020248.736"
"600519.SH","20141203","162.44","168.3","162.36","164.83","161.14","3.69","2.29","117322.64","1936848.371"
"600519.SH","20141202","159.05","161.2","158.25","161.14","160.06","1.08","0.67","99268.19","1588412.356"
"600519.SH","20141201","156.57","161","156","160.06","155.84","4.22","2.71","121740.01","1932844.688"
"600519.SH","20141128","156.57","156.57","153.17","155.84","156.68","-0.84","-0.54","88288.18","1363855.095"
"600519.SH","20141127","155","157.22","154","156.68","155.95","0.73","0.47","96551.51","1508603.314"
"600519.SH","20141126","154.6","156.36","153.89","155.95","154.64","1.31","0.85","63858.97","990302.232"
"600519.SH","20141125","153.42","154.85","152.8","154.64","153.95","0.69","0.45","53231.3","816840.942"
"600519.SH","20141124","153.88","155","152","153.95","153.13","0.82","0.54","53878.99","828662.51"
"600519.SH","20141121","150.56","153.2","150.2","153.13","150.68","2.45","1.63","41990.78","638007.382"
"600519.SH","20141120","152.88","152.92","150.49","150.68","153.07","-2.39","-1.56","46258.41","698848.962"
"600519.SH","20141119","155.57","155.65","152.61","153.07","155.65","-2.58","-1.66","46290.74","710715.289"
"600519.SH","20141118","161","161.82","155","155.65","160.05","-4.4","-2.75","63497.8","1001883.689"
"600519.SH","20141117","168","168","160","160.05","157.29","2.76","1.75","150416.23","2451673.881"
"600519.SH","20141114","151.56","157.63","150.91","157.29","151.58","5.71","3.77","75225.08","1168803.281"
"600519.SH","20141113","152.72","152.73","149.68","151.58","152.89","-1.31","-0.86","49155.56","739602.881"
"600519.SH","20141112","152.98","153.59","150.2","152.89","153.35","-0.46","-0.3","30823.75","467531.849"
